	worker_id	worker_platform	worker_browser	battery_name	battery_owner	battery_owner_email	battery_completed	experiment_include_bonus	experiment_include_catch	experiment_exp_id	experiment_name	experiment_reference	experiment_cognitive_atlas_task_id	result_SS_delay	result_SS_duration	result_SS_stimulus	result_SS_trial_type	result_block_duration	result_condition	result_correct	result_correct_response	result_current_trial	result_dateTime	result_exp_id	result_exp_stage	result_feedback_duration	result_global_shape	result_internal_node_id	result_key_press	result_large_amt	result_later_del	result_local_shape	result_mouse_click	result_num_response	result_page_num	result_possible_responses	result_qnum	result_response_range	result_rt	result_score_response	result_small_amt	result_stim_duration	result_stim_id	result_stim_question	result_stim_response	result_stimulus	result_switch	result_time_elapsed	result_times_viewed	result_timing_post_trial	result_trial	result_trial_id	result_trial_index	result_trial_num	result_trial_type	result_id	result_view_history
7ce0474b-9095-4507-a01b-767445a1c93d_407	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				407	1454610855089	motor_selective_stop_signal				0.0-3.8-1.8	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		928818		0		prompt_fixation	407		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_408	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	1850	practice		90	408	1454610856946	motor_selective_stop_signal				0.0-3.8-2.8	-1							[77, 90]			-1			850				<div class = shapebox><img class = circle></img></div>		930676		0			408		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_409	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				409	1454610857452	motor_selective_stop_signal				0.0-3.8-3.8	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		931181		0		prompt_fixation	409		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_410	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	stop	1850	practice		77	410	1454610859310	motor_selective_stop_signal				0.0-3.8-4.8	-1							[77, 90]			-1			850				<div class = shapebox><img class = triangle></img></div>		933039		0			410		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_411	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				411	1454610859816	motor_selective_stop_signal				0.0-3.8-5.8	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		933545		0		prompt_fixation	411		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_412	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	1850	practice		77	412	1454610861671	motor_selective_stop_signal				0.0-3.8-6.8	-1							[77, 90]			-1			850				<div class = shapebox><img class = square></img></div>		935401		0			412		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_413	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				413	1454610862179	motor_selective_stop_signal				0.0-3.8-7.8	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		935909		0		prompt_fixation	413		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_414	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	1850	practice		77	414	1454610864038	motor_selective_stop_signal				0.0-3.8-8.8	-1							[77, 90]			-1			850				<div class = shapebox><img class = square></img></div>		937768		0			414		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_415	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				415	1454610864545	motor_selective_stop_signal				0.0-3.8-9.8	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		938275		0		prompt_fixation	415		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_416	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	1850	practice		90	416	1454610866404	motor_selective_stop_signal				0.0-3.8-10.8	-1							[77, 90]			-1			850				<div class = shapebox><img class = diamond></img></div>		940134		0			416		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_417	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				417	1454610866910	motor_selective_stop_signal				0.0-3.8-11.8	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		940640		0		prompt_fixation	417		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_418	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	stop	1850	practice		90	418	1454610868765	motor_selective_stop_signal				0.0-3.8-12.8	-1							[77, 90]			-1			850				<div class = shapebox><img class = diamond></img></div>		942494		0			418		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_419	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				419	1454610869271	motor_selective_stop_signal				0.0-3.8-13.8	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		943000		0		prompt_fixation	419		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_420	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	1850	practice		90	420	1454610871132	motor_selective_stop_signal				0.0-3.8-14.8	-1							[77, 90]			-1			850				<div class = shapebox><img class = circle></img></div>		944861		0			420		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_421	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				421	1454610871638	motor_selective_stop_signal				0.0-3.8-15.8	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		945367		0		prompt_fixation	421		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_422	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	1850	practice		90	422	1454610873496	motor_selective_stop_signal				0.0-3.8-16.8	-1							[77, 90]			-1			850				<div class = shapebox><img class = circle></img></div>		947225		0			422		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_423	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				423	1454610874002	motor_selective_stop_signal				0.0-3.8-17.8	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		947732		0		prompt_fixation	423		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_424	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	stop	1850	practice		90	424	1454610875861	motor_selective_stop_signal				0.0-3.8-18.8	-1							[77, 90]			-1			850				<div class = shapebox><img class = circle></img></div>		949591		0			424		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_425	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				425	1454610876368	motor_selective_stop_signal				0.0-3.8-19.8	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		950098		0		prompt_fixation	425		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_426	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	1850	practice		77	426	1454610878228	motor_selective_stop_signal				0.0-3.8-20.8	-1							[77, 90]			-1			850				<div class = shapebox><img class = triangle></img></div>		951957		0			426		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_427	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				427	1454610878733	motor_selective_stop_signal				0.0-3.8-21.8	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		952463		0		prompt_fixation	427		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_428	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	1850	practice		90	428	1454610880592	motor_selective_stop_signal				0.0-3.8-22.8	-1							[77, 90]			-1			850				<div class = shapebox><img class = diamond></img></div>		954321		0			428		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_429	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				429	1454610881100	motor_selective_stop_signal				0.0-3.8-23.8	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		954829		0		prompt_fixation	429		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_430	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	stop	1850	practice		90	430	1454610882959	motor_selective_stop_signal				0.0-3.8-24.8	-1							[77, 90]			-1			850				<div class = shapebox><img class = diamond></img></div>		956689		0			430		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_431	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				431	1454610883468	motor_selective_stop_signal				0.0-3.8-25.8	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		957198		0		prompt_fixation	431		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_432	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	stop	1850	practice		90	432	1454610885327	motor_selective_stop_signal				0.0-3.8-26.8	-1							[77, 90]			-1			850				<div class = shapebox><img class = diamond></img></div>		959057		0			432		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_433	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				433	1454610885835	motor_selective_stop_signal				0.0-3.8-27.8	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		959565		0		prompt_fixation	433		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_434	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	1850	practice		77	434	1454610887691	motor_selective_stop_signal				0.0-3.8-28.8	-1							[77, 90]			-1			850				<div class = shapebox><img class = square></img></div>		961420		0			434		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_435	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				435	1454610888199	motor_selective_stop_signal				0.0-3.8-29.8	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		961928		0		prompt_fixation	435		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_436	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	stop	1850	practice		90	436	1454610890055	motor_selective_stop_signal				0.0-3.8-30.8	-1							[77, 90]			-1			850				<div class = shapebox><img class = circle></img></div>		963784		0			436		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_437	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				437	1454610890561	motor_selective_stop_signal				0.0-3.8-31.8	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		964291		0		prompt_fixation	437		poldrack-single-stim	62	
